EER90453	GO:0005739	GO:0098542	GO:0046658	GO:0009506	GO:0003674																																															
EER93047	GO:0005096	GO:0005739	GO:0090630																																																	
OQU90570	GO:0005739	GO:0042626	GO:0140359	GO:0000302	GO:0005886	GO:0042908																																														
EER90454	GO:0009407	GO:0006749	GO:0004364	GO:0005737	GO:0009536	GO:0005777																																														
EER93049	GO:0003674	GO:1901701	GO:0005737	GO:0009536	GO:0009941																																															
EER93051	GO:0005739	GO:0009451	GO:0003723	GO:0043231	GO:0008270																																															
EER90457	GO:0003674	GO:0009507	GO:0009416																																																	
OQU90580	GO:0003674	GO:0005634	GO:0005886	GO:0040007	GO:0010629	GO:0008104	GO:0010243	GO:0048507																																												
KXG37070	GO:0006974	GO:0009909	GO:0071217	GO:0009944	GO:1902066	GO:2000024	GO:0010044	GO:0009793	GO:0048359	GO:0005515	GO:0009620	GO:0005634	GO:0006979	GO:0009733	GO:0045893	GO:0048358	GO:0045892	GO:0009617	GO:0047484	GO:0001666	GO:0009414	GO:0006355	GO:0010272	GO:0080001	GO:0045995	GO:1901001	GO:0046898	GO:0009908	GO:0009827	GO:0010192	GO:1902183	GO:0003714	GO:0010393	GO:1902074	GO:0009624	GO:0009611	GO:0003713	GO:0010073														
OQU77392	GO:0008150	GO:0005739	GO:0016746	GO:0005783																																																
KXG21285	GO:0005634	GO:0010629	GO:0043161	GO:0009416	GO:0003674	GO:0080008																																														
KXG21286	GO:0000027	GO:0006364	GO:0005730	GO:0005634	GO:0005654	GO:0008097	GO:0005575	GO:0000460	GO:0008150	GO:0042254	GO:0010971	GO:0051781	GO:0003674																																							
EES19009	GO:0009408	GO:0045944	GO:0009414	GO:0005634	GO:0003678	GO:0010231	GO:0010492	GO:0009651	GO:0010078	GO:0008094	GO:0042393	GO:0003677																																								
EES17694	GO:0009742	GO:0005515	GO:0043412	GO:0009892	GO:0044248	GO:0017018	GO:0048523	GO:0004722	GO:0005634	GO:0048367	GO:1901565	GO:0050793	GO:0005829	GO:0005737																																						
EES19010	GO:0045951	GO:0005634	GO:0006281	GO:0000717	GO:0006366	GO:0005515	GO:0009408	GO:0033683	GO:0003678	GO:0009411	GO:0003684																																									
OQU77395	GO:0005986	GO:0005737	GO:0009506	GO:0005634	GO:0000287	GO:0005829	GO:0050307	GO:0005783																																												
OQU77396	GO:0005986	GO:0005737	GO:0009506	GO:0005634	GO:0000287	GO:0005829	GO:0050307	GO:0005783																																												
OQU77400	GO:0043531	GO:0005515	GO:0006952	GO:0005576																																																
EES17695	GO:0000373	GO:0009414	GO:0140040	GO:0009651	GO:0009507	GO:0003674	GO:0009737	GO:0005739																																												
OQU77401	GO:0051571	GO:0031062	GO:0009909	GO:0045814	GO:0048575	GO:0016571	GO:0010048	GO:0009409	GO:0061087	GO:0005634	GO:0040029	GO:0005515	GO:0016607	GO:0048572	GO:0005677																																					
KXG21288	GO:0009793	GO:0010035	GO:0005739	GO:0003729	GO:0044085	GO:0030154																																														
KXG21291	GO:0003674	GO:0005634	GO:0008150																																																	
EES17699	GO:0003723	GO:0042274	GO:0005730	GO:0005634																																																
EES17700	GO:0009533	GO:0009941	GO:0010206	GO:0005634	GO:0009507	GO:0009535	GO:0006508	GO:0004252	GO:0030163	GO:0005829	GO:0009570	GO:0009658																																								
EES19019	GO:0009451	GO:0009507	GO:0043231	GO:0003723																																																
KXG21298	GO:0015081	GO:0090333	GO:0051453	GO:0071805	GO:0015386	GO:0055075	GO:0005886	GO:0005739	GO:1990573	GO:0098719	GO:0015385	GO:0005829																																								
KXG21299	GO:0000911	GO:0005634	GO:0003674																																																	
EES19020	GO:0003674	GO:0005739	GO:0008150																																																	
KXG21303	GO:0005515	GO:0009570	GO:0009507	GO:0043085	GO:0045454	GO:0009642	GO:0009536	GO:0008047																																												
EES17705	GO:0006511	GO:0031146	GO:0005737	GO:0003674	GO:0019005																																															
EES17706	GO:0048589	GO:0033993	GO:0044255	GO:0009888	GO:0050793	GO:0005634	GO:0014070	GO:0003674	GO:0006996	GO:0010817	GO:0016567	GO:0005886	GO:0032787																																							
EES17707	GO:0006511	GO:0031146	GO:0005737	GO:0003674	GO:0019005																																															
EES19022	GO:0006790	GO:0020037	GO:0005777	GO:0005739	GO:0009507	GO:0008482	GO:0005829	GO:0015994	GO:0010477	GO:0030151	GO:0043546																																									
EES17708	GO:0004364	GO:0009407	GO:0005737	GO:0006749	GO:0043295																																															
KXG21305	GO:0004364	GO:0009407	GO:0005737	GO:0006749	GO:0043295																																															
EES19023	GO:0009718	GO:0045552	GO:0005515	GO:0042406	GO:0016616	GO:0047890																																														
KXG21306	GO:0030187	GO:0017096	GO:0032259	GO:0008171	GO:0019438	GO:0005634	GO:0046983	GO:0005829	GO:0005737	GO:0008757																																										
EES17713	GO:0004364	GO:0009407	GO:0005737	GO:0006749	GO:0043295																																															
OQU77405	GO:0014070	GO:0002376	GO:0009873	GO:0009414	GO:0010200	GO:0042742	GO:0031347	GO:0009651	GO:0003674	GO:0098542	GO:0009611	GO:0009737	GO:0006952	GO:0009751	GO:0005634	GO:1901701	GO:0048523																																			
OQU77406	GO:0098532	GO:0005634	GO:0006355	GO:0005515	GO:0035098	GO:2000028																																														
EES19027	GO:0009693	GO:0005737	GO:0051213	GO:0009815																																																
EES17716	GO:0009693	GO:0005737	GO:0051213	GO:0009815																																																
EES17717	GO:0005575	GO:0008150	GO:0003674																																																	
EES19028	GO:0009793	GO:0005515	GO:0005819	GO:0016567	GO:0005634	GO:0031625	GO:0005737	GO:0000151	GO:0048366	GO:0000794	GO:0009867	GO:0006511	GO:0010087	GO:0031461	GO:0009753	GO:0042752	GO:0009733	GO:0010265	GO:0009524																																	
EES17718	GO:0005813	GO:0005515	GO:0005634	GO:0000226	GO:0019888	GO:0005819	GO:0005737	GO:0000913	GO:0009524	GO:0030865	GO:0035303	GO:0009826	GO:0005509																																							
KXG21310	GO:0005634	GO:0005515	GO:0016567	GO:0051301	GO:0045842	GO:0007091	GO:0031145	GO:0005680	GO:0005737																																											
EES19029	GO:0030170	GO:0005622	GO:0005634	GO:0008150																																																
KXG21311	GO:0005515	GO:0035196	GO:0003725	GO:0005737																																																
KXG21312	GO:0005515	GO:0016567	GO:0009733	GO:0010011	GO:0031146	GO:0048443	GO:0006511	GO:0016036	GO:0010311	GO:0019005	GO:0009734	GO:0038198	GO:0004842	GO:0000822	GO:0000151	GO:0005737	GO:0010152																																			
OQU77409	GO:0005634	GO:0006281	GO:0043138	GO:0009378	GO:0032508	GO:0003678	GO:0000724	GO:0003676	GO:0006268	GO:0006310	GO:0005694	GO:0005737																																								
EES19034	GO:0003723	GO:0009507	GO:0032259	GO:0008168																																																
EES17720	GO:0043436	GO:0005634	GO:0032870	GO:0005515																																																
EES17721	GO:0035999	GO:0044030	GO:0009507	GO:0046653	GO:0005737	GO:0004488	GO:0004477	GO:0005829																																												
OQU77415	GO:0032543	GO:0006427	GO:0004821	GO:0005829	GO:0005739																																															
KXG21314	GO:0008150	GO:0005576	GO:0003674																																																	
EES17722	GO:0006432	GO:0003723	GO:0005737	GO:0005739	GO:0004826	GO:0009328	GO:0000287																																													
KXG21315	GO:0005515	GO:0043531																																																		
OQU77417	GO:0005811	GO:0005515	GO:0080186	GO:0005737	GO:0045927	GO:1902584	GO:0034389	GO:0019915	GO:0000325																																											
EES17725	GO:0005634	GO:0046907	GO:0005643	GO:0005737	GO:0005515	GO:0048523	GO:0005096	GO:0051276																																												
OQU77419	GO:0045036	GO:0009707	GO:0009941	GO:0009536	GO:0061927	GO:0005515	GO:0005829	GO:0005634	GO:0045037	GO:0003924	GO:0004888	GO:0004930	GO:0009507																																							
EES17727	GO:0015020	GO:0016757	GO:0048589	GO:0005794	GO:0030154																																															
EES17728	GO:0006511	GO:0061630	GO:0005737	GO:0005634	GO:0016567	GO:0008270																																														
EES17730	GO:0004672	GO:0006468	GO:0004712	GO:0005634	GO:0005737	GO:0007165																																														
OQU77424	GO:0048507	GO:0048364	GO:0020037	GO:0016709	GO:0048589	GO:0016020	GO:0005506	GO:0030154																																												
EES17735	GO:0006511	GO:0061630	GO:0005737	GO:0005634	GO:0016567	GO:0008270																																														
EES17736	GO:0051015	GO:0003779	GO:0005737	GO:0030835	GO:0007015	GO:0015629	GO:0051014																																													
EES19045	GO:0009753	GO:0005634	GO:0098542	GO:0009611	GO:0031347	GO:0009737	GO:0019752	GO:0009416	GO:0019760	GO:0009813	GO:0005576	GO:0000325	GO:0099503	GO:0009832	GO:0006629	GO:0004806	GO:0010035																																			
OQU77426	GO:0045892	GO:0000976	GO:0071456	GO:0009741	GO:0048366	GO:0048527	GO:0003677	GO:0005634	GO:0003700	GO:0009910																																										
EES19046	GO:0006306	GO:0010569	GO:0005737	GO:0080188	GO:0005515	GO:0046686																																														
EES17739	GO:0000103	GO:0046855	GO:0042578	GO:0009507	GO:0008441	GO:0005634																																														
EES19050	GO:0051321	GO:0007020	GO:0051225	GO:0051011	GO:0000923	GO:0043015	GO:0005515	GO:0000922	GO:0005739	GO:0009624	GO:0005813	GO:0005819	GO:0031122	GO:0043622	GO:0009506	GO:0000930	GO:0045298	GO:0000278	GO:0005815																																	
EES19051	GO:0005634	GO:0004842	GO:0016567																																																	
EES17741	GO:0010090	GO:0005634	GO:0005795	GO:0007019	GO:0005874	GO:0007018	GO:0009531	GO:0005515	GO:1903338	GO:0090058	GO:0003777	GO:0008017	GO:0009834																																							
OQU77446	GO:0043531																																																			
KXG21335	GO:0005515	GO:0010072	GO:0006355	GO:0005737																																																
OQU77448	GO:0005515	GO:0042803	GO:0010072	GO:0045892	GO:0009867	GO:0009733	GO:0006355	GO:0042802	GO:0010051	GO:0005737	GO:0005634																																									
KXG21336	GO:0032012	GO:0090406	GO:0009846	GO:0005085	GO:0005634																																															
EES19057	GO:0006857	GO:0009416	GO:0044255	GO:0055085	GO:0009409	GO:0060560	GO:0040008	GO:0032787	GO:0048589	GO:0009507	GO:0022857																																									
OQU77459	GO:0004722	GO:0009860	GO:0005737	GO:0005829	GO:0048768	GO:0005634	GO:0006470	GO:0017018																																												
EES17747	GO:0009651	GO:0000398	GO:0030619	GO:0005634	GO:0005730	GO:0005685																																														
OQU77460	GO:0006355	GO:0016592	GO:1900055	GO:0003674	GO:0005634																																															
EES17748	GO:0022625	GO:0003735	GO:0009536	GO:0022626	GO:0005737	GO:0009506	GO:0003729	GO:0005773	GO:0006412	GO:0010035	GO:0003723																																									
EES19059	GO:0002237	GO:0010105	GO:0009871	GO:0005515	GO:0009408	GO:0050665	GO:0010162	GO:0051740	GO:0009739	GO:0038199	GO:0000155	GO:0004673	GO:0052544	GO:0042802	GO:0009625	GO:0009733	GO:0042742	GO:0009651	GO:0009690	GO:0010182	GO:0009723	GO:0009737	GO:0009727	GO:1900140	GO:0005783	GO:0010087	GO:0006952	GO:0005789	GO:0051301	GO:0010119																						
EES17749	GO:0016226	GO:0005198	GO:0051536	GO:0005506	GO:0005739	GO:0097428	GO:0005829	GO:0051539																																												
KXG21349	GO:0006355	GO:0005634	GO:0008270	GO:0048527	GO:0009416	GO:0000976	GO:0030154																																													
EES19061	GO:0005730	GO:0005635	GO:0006606	GO:0008139	GO:0005515	GO:0061608	GO:0005737	GO:0005634	GO:0006607	GO:0009505																																										
KXG21351	GO:0003674	GO:0005739	GO:0065003	GO:0005634	GO:0009416																																															
EES17751	GO:0008150	GO:0005634	GO:0003674																																																	
EES19066	GO:0000325	GO:0009793	GO:0003756	GO:0009507	GO:0034976	GO:0009567	GO:0099503	GO:0005829	GO:0005576	GO:0005783	GO:0048868	GO:0006457	GO:0009553	GO:0009505																																						
EES17752	GO:0005788	GO:0042026	GO:0051087	GO:0005829	GO:0051082	GO:0005737	GO:0030544	GO:0005783	GO:0002221																																											
OQU77468	GO:0008150	GO:0003674																																																		
KXG21363	GO:0043531																																																			
EES19069	GO:0009624	GO:0007052	GO:0009553	GO:0031122	GO:0000911	GO:0005737	GO:0048768	GO:0000914	GO:0005874	GO:0000212	GO:0010103	GO:0000930	GO:0048366	GO:0000070	GO:0005525	GO:0005819	GO:0051641	GO:0000226	GO:0005886	GO:0005634	GO:0005813	GO:0007020	GO:0005739	GO:0009505	GO:0005635	GO:0000278	GO:0005200																									
EES19070	GO:0009570	GO:0004148	GO:0005730	GO:0009507	GO:0009941	GO:0006086	GO:0046685	GO:0050660	GO:0005829	GO:0045454																																										
KXG21365	GO:0070918	GO:0030289	GO:0004722	GO:0005634	GO:0070878	GO:0006470	GO:0005654	GO:0005515	GO:0072542	GO:0005829	GO:0016604																																									
EES19071	GO:0000325	GO:0009705	GO:0009414	GO:0005985	GO:0005773	GO:0010008	GO:0004427	GO:0009926	GO:0009678	GO:0009507	GO:0052546	GO:0048366	GO:0010248	GO:0009941	GO:2000904	GO:0003729	GO:0005886	GO:0005794	GO:1902600	GO:0005739	GO:0005774	GO:0009651	GO:0005576																													
EES17755	GO:0006352	GO:0005634	GO:0000419	GO:0003697	GO:0003727																																															
EES19072	GO:0071456	GO:0005886	GO:0010035	GO:0005829	GO:0005515	GO:0001666	GO:0005737	GO:0043621																																												
OQU77476	GO:0005576	GO:0008233																																																		
EES19075	GO:0009414	GO:0009737	GO:0006970	GO:0004185	GO:0005576	GO:0042446	GO:0009642																																													
OQU77483	GO:0009507	GO:0009416	GO:0045487	GO:0009686	GO:0052634	GO:0005737	GO:0009639	GO:0051213																																												
EES17763	GO:0016567	GO:0006511	GO:0000209	GO:0005634	GO:0061630	GO:0004842	GO:0000151																																													
EES17764	GO:0005515	GO:0009306	GO:0009826	GO:0032588	GO:0005576	GO:0005802	GO:0030173	GO:0005768	GO:0099402	GO:0005794	GO:0016192	GO:0007030	GO:0007034																																							
EES19076	GO:0005975	GO:0009642	GO:0006629	GO:1901615	GO:0016788	GO:0044036	GO:0009570	GO:0005576																																												
KXG21380	GO:0009451	GO:0043231	GO:0003723	GO:0005739	GO:0008270																																															
OQU77484	GO:0005975	GO:0009642	GO:0006629	GO:1901615	GO:0016788	GO:0044036	GO:0009570	GO:0005576																																												
OQU77485	GO:0061157	GO:0005737	GO:0003729	GO:0005634	GO:0003723																																															
OQU77489	GO:0009507	GO:0031349	GO:0008970	GO:0002213	GO:0005576	GO:0009628	GO:0047714	GO:0102549	GO:0052740	GO:0052739																																										
EES17766	GO:0045454	GO:0005747	GO:0005524	GO:0005739	GO:0048046	GO:0004148	GO:0050660	GO:0045252	GO:0009416	GO:0008270	GO:0046686	GO:0005507	GO:0050897	GO:0005634																																						
EES17767	GO:0034613	GO:0007165	GO:0043161	GO:1901701	GO:0061630	GO:0005737	GO:0005634	GO:0034657	GO:0004842	GO:0005515																																										
EES17768	GO:0031625	GO:0006511	GO:0019941	GO:0031386	GO:0006412	GO:0005737	GO:0005794	GO:0003729	GO:0016567	GO:0005634	GO:0022627	GO:0005622	GO:0005829																																							
EES17769	GO:0015969	GO:0008728	GO:0009507	GO:0009416	GO:0005509	GO:0005739																																														
EES19082	GO:0006979	GO:0042538	GO:0004601	GO:0005783	GO:0009269	GO:0005576	GO:0020037	GO:0009505	GO:0009409	GO:0006950																																										
EES19083	GO:0006979	GO:0042538	GO:0004601	GO:0005783	GO:0009269	GO:0005576	GO:0020037	GO:0009505	GO:0009409	GO:0006950																																										
EES19084	GO:0008150	GO:0009536	GO:0003674	GO:0005739																																																
